name,url,ts_ignore,any,specific_types,qty_js_files,qty_ts_files,TLOC,JS_LOC,tsconfig_path,strict,strictNullChecks,strictBindCallApply,strictFunctionTypes,strictPropertyInitialization,noImplicitAny,noImplicitThis,alwaysStrict,releases,age,created_at,prev_year_commit,prev_year_ts_ignore,prev_year_any,prev_year_specific_types,prev_year_TLOC,prev_year_JS_LOC,prev_year_tsconfig_path,prev_year_strict,prev_year_strictNullChecks,prev_year_strictBindCallApply,prev_year_strictFunctionTypes,prev_year_strictPropertyInitialization,prev_year_noImplicitAny,prev_year_noImplicitThis,prev_year_alwaysStrict
botpress,https://github.com/botpress/botpress,7,88,1756,4,1500,45550,138,repos\botpress\tsconfig.json,1,1,1,1,1,1,1,1,126,8,2016-11-16T21:57:59Z,0feb42e4e19b9fd7539b93c00e84e437cef8413a,2,52,887,22644,135,repos\botpress\tsconfig.json,1,1,1,1,1,1,1,1
vercel,https://github.com/vercel/vercel,62,405,22134,3848,2678,350252,81240,repos\vercel\tsconfig.base.json,0,0,0,0,0,0,0,0,1000,8,2016-09-09T01:12:08Z,493185709aa9a1ceedeaad021bb677f1ecefabd8,53,337,5631,191846,83039,repos\vercel\tsconfig.base.json,0,0,0,0,0,0,0,0
faker,https://github.com/faker-js/faker,0,2,1268,0,5692,237958,34,repos\faker\tsconfig.json,1,1,1,1,1,1,1,1,47,2,2022-01-07T17:22:27Z,fa26a44789e6cd808cfcf0007d7c4e10b333cef7,0,4,1676,253288,217,repos\faker\tsconfig.json,1,0,1,1,1,0,1,1
turbolinks,https://github.com/turbolinks/turbolinks,0,20,163,6,62,2764,68,repos\turbolinks\tsconfig.json,1,1,1,1,1,1,1,1,8,8,2016-02-01T02:14:01Z,80cd172ed5b3a35eda85c58e428de9f1f1d06fc8,0,20,163,2764,68,repos\turbolinks\tsconfig.json,1,1,1,1,1,1,1,1
stimulus,https://github.com/hotwired/stimulus,0,111,542,26,196,7918,350,repos\stimulus\tsconfig.json,1,1,1,1,1,1,1,1,17,8,2016-12-17T00:19:29Z,349dc165611238f8ba5b316d86ec6536c58b2a2c,0,111,542,7918,350,repos\stimulus\tsconfig.json,1,1,1,1,1,1,1,1
react-toastify,https://github.com/fkhadra/react-toastify,2,4,129,2,50,4644,11,repos\react-toastify\tsconfig.json,1,1,1,1,1,1,1,1,110,8,2016-11-08T12:32:52Z,f0e64cc4da0db8385401a47e11eb96c016682f7d,3,5,128,3147,11,repos\react-toastify\tsconfig.json,1,1,1,1,1,1,1,1
return-youtube-dislike,https://github.com/Anarios/return-youtube-dislike,0,0,0,30,30,4994,3151,not_found,0,0,0,0,0,0,0,0,5,3,2021-11-15T00:40:50Z,a6289794d230d01eaeef193270a1875fa8a3db70,0,0,0,4375,2910,not_found,0,0,0,0,0,0,0,0
kibana,https://github.com/elastic/kibana,540,5874,170589,6296,74790,4910374,210951,repos\kibana\tsconfig.json,0,0,0,0,0,0,0,0,159,11,2013-01-26T04:00:59Z,d644c7085a2efec54073e60c9d3f06686f54fc53,512,5130,145893,4204377,212833,repos\kibana\tsconfig.json,0,0,0,0,0,0,0,0
crystal,https://github.com/graphile/crystal,5,768,4653,238,992,114922,4285,repos\crystal\tsconfig.json,0,1,0,0,0,1,0,0,74,8,2016-04-14T21:29:19Z,40bbc41270810234ffa0a2e016c4577987a5ff5c,5,690,4284,103331,4638,repos\crystal\tsconfig.json,0,1,0,0,0,1,0,0
stencil,https://github.com/ionic-team/stencil,22,1176,6382,136,1430,96269,1375,repos\stencil\tsconfig.json,0,0,1,1,0,1,0,1,167,7,2017-02-15T18:57:07Z,1dd59a5e0a57ec5234a5d96a94121cd5cd2bc5fd,14,1215,6493,91778,1627,repos\stencil\tsconfig.json,0,0,1,1,0,1,0,1
fresh,https://github.com/denoland/fresh,8,55,700,0,160,21628,0,not_found,0,0,0,0,0,0,0,0,41,3,2021-05-07T14:42:26Z,14cecc0a6f216e8f54772dcf3a8609dc16d2f116,17,73,706,27647,22,not_found,0,0,0,0,0,0,0,0
mitosis,https://github.com/BuilderIO/mitosis,4,287,2336,16,760,42287,285,repos\mitosis\tsconfig.json,0,0,0,0,0,0,0,0,143,4,2020-11-06T01:09:07Z,c5cdd605df57cccc61092f17143473b4c8078192,4,258,2266,38191,236,repos\mitosis\tsconfig.json,0,0,0,0,0,0,0,0
peerjs,https://github.com/peers/peerjs,3,29,170,48,74,5456,1976,repos\peerjs\tsconfig.json,0,0,0,0,0,0,0,0,27,12,2012-12-23T07:28:47Z,f069feddf4a48038d91078610462f4d2f8885b98,3,30,172,5519,1969,repos\peerjs\tsconfig.json,0,0,0,0,0,0,0,0
langchainjs,https://github.com/langchain-ai/langchainjs,14,564,10977,256,3624,237834,8727,repos\langchainjs\tsconfig.json,1,1,1,1,0,1,1,1,236,1,2023-02-06T22:50:27Z,c110aee59f57207ed5b1c367dda0216a8d62211b,4,219,5492,116666,4119,not_found,0,0,0,0,0,0,0,0
blockly,https://github.com/google/blockly,0,102,4306,410,994,148056,60673,repos\blockly\tsconfig.json,1,1,1,1,1,1,1,1,75,11,2013-10-25T21:13:33Z,02cd1c6a1be1e5040ec712c0418373405eadfa5a,0,99,4131,148727,70062,repos\blockly\tsconfig.json,1,1,1,1,1,1,1,1
quicktype,https://github.com/glideapps/quicktype,1,178,4842,8,432,56882,55,repos\quicktype\tsconfig.json,1,1,1,1,1,1,1,1,0,7,2017-07-13T00:22:50Z,55dc6a7912715b7db45419958bf89d00637cd4cd,9,299,4565,51262,55,repos\quicktype\tsconfig.json,1,1,1,1,1,1,1,1
interact.js,https://github.com/taye/interact.js,0,173,563,44,216,12727,1484,repos\interact.js\tsconfig.json,0,0,0,0,0,0,0,0,0,12,2012-10-21T10:05:19Z,88b393b77cddc218f0a3909e52b6843f8b9d6198,0,179,539,13370,2210,repos\interact.js\tsconfig.json,0,0,0,0,0,0,0,0
ts-pattern,https://github.com/gvergnaud/ts-pattern,0,29,252,0,52,5106,0,repos\ts-pattern\tsconfig.json,1,1,1,1,1,1,1,1,55,4,2020-05-24T16:41:02Z,e36debeaf57f227e0b30d418beb8f0800b8d0335,2,29,239,4857,0,repos\ts-pattern\tsconfig.json,1,1,1,1,1,1,1,1
aliyunpan,https://github.com/liupan1890/aliyunpan,1,352,2639,20,204,21433,1519,repos\aliyunpan\tsconfig.json,1,1,1,1,1,1,1,1,9,3,2021-04-22T02:20:35Z,b3108ebbdda562586b5b1be2136fef9fd32bc088,1,352,2639,21433,1519,repos\aliyunpan\tsconfig.json,1,1,1,1,1,1,1,1
teable,https://github.com/teableio/teable,10,183,9027,106,3132,189827,3241,repos\teable\tsconfig.base.json,1,1,1,1,1,1,1,1,10,2,2022-11-01T07:02:49Z,2fcaf91391b203825e323175abebc20e47ffa0e6,7,90,4488,83913,2665,repos\teable\tsconfig.base.json,1,1,1,1,1,1,1,1
google-webfonts-helper,https://github.com/majodev/google-webfonts-helper,0,1,120,12,26,1979,908,repos\google-webfonts-helper\tsconfig.json,1,1,1,1,1,1,1,1,13,10,2014-12-22T01:32:54Z,d167026d3d481b8af6ffb057af93e1da4bfa2587,0,1,120,1970,908,repos\google-webfonts-helper\tsconfig.json,1,1,1,1,1,1,1,1
capacitor,https://github.com/ionic-team/capacitor,0,245,724,14,150,14716,3681,not_found,0,0,0,0,0,0,0,0,152,7,2017-11-18T21:38:09Z,356cc1b2c69bc9a10ffa667d079f68bf5308b6be,0,241,704,16258,3743,not_found,0,0,0,0,0,0,0,0
nuclear,https://github.com/nukeop/nuclear,0,104,2014,130,530,37303,4492,repos\nuclear\tsconfig.json,1,1,1,1,0,0,1,1,72,8,2016-09-22T22:58:21Z,00144d41ed6a1ea08684d80f69c0e7fe497e568a,0,107,1870,35565,5642,repos\nuclear\tsconfig.json,1,1,1,1,0,0,1,1
deck.gl,https://github.com/visgl/deck.gl,118,363,4373,590,1022,101699,30938,repos\deck.gl\tsconfig.json,1,1,1,1,1,0,1,1,243,9,2015-12-15T08:38:29Z,79b3e9dd1c889e6d976958dd4c6add985aea061e,105,341,3511,96183,36887,repos\deck.gl\tsconfig.json,1,1,1,1,1,0,1,1
mean,https://github.com/linnovate/mean,0,4,41,28,56,1128,412,repos\mean\tsconfig.json,1,1,1,1,1,1,1,1,14,11,2013-05-22T12:15:47Z,f7120932bb7809dcaf4966374cc5b87c9e379d21,0,4,41,1128,412,repos\mean\tsconfig.json,1,1,1,1,1,1,1,1
G2,https://github.com/antvis/G2,79,401,1552,74,2882,92064,2504,repos\G2\tsconfig.json,0,0,0,0,0,0,0,0,135,8,2016-05-26T09:21:04Z,b7e90556d552f66bc0d787cff168032c283bc11e,93,380,1519,79772,2664,repos\G2\tsconfig.json,0,0,0,0,0,0,0,0
ext-saladict,https://github.com/crimx/ext-saladict,15,60,1537,104,556,44803,2780,repos\ext-saladict\tsconfig.json,1,1,1,1,1,0,1,1,108,9,2015-11-20T04:33:49Z,0db7979df04e752dfe9b4c6b57cca27a4d745f25,15,60,1537,44047,2780,repos\ext-saladict\tsconfig.json,1,1,1,1,1,0,1,1
playground,https://github.com/tensorflow/playground,0,16,162,2,14,2409,7,repos\playground\tsconfig.json,0,0,0,0,0,0,0,0,0,8,2016-04-04T18:18:40Z,02469bd3751764b20486015d4202b792af5362a6,0,16,162,2409,7,repos\playground\tsconfig.json,0,0,0,0,0,0,0,0
tui.calendar,https://github.com/nhn/tui.calendar,4,32,1052,48,324,24793,1751,not_found,0,0,0,0,0,0,0,0,95,7,2017-09-11T00:21:04Z,b53e765e8d896ab7c63d9b9b9515904119a72f46,4,32,1052,24793,1751,not_found,0,0,0,0,0,0,0,0
snabbdom,https://github.com/snabbdom/snabbdom,0,119,357,16,52,5701,947,repos\snabbdom\tsconfig.json,1,1,1,0,1,1,1,1,14,9,2015-05-09T20:25:10Z,8c67f426b678d8823945e967dd94aea82e0659e8,0,119,360,5544,948,repos\snabbdom\tsconfig.json,1,1,1,0,1,1,1,1
super-productivity,https://github.com/johannesjo/super-productivity,45,711,5768,30,1640,74873,512,not_found,0,0,0,0,0,0,0,0,243,7,2017-01-06T22:30:58Z,7d9bd3d2683dfeff2ac13cf4eecdf592362f763d,43,655,5109,62453,286,not_found,0,0,0,0,0,0,0,0
framework,https://github.com/aurelia/framework,0,28,40,28,10,3891,2942,repos\framework\tsconfig.json,0,0,0,0,0,0,0,0,93,10,2014-12-10T19:22:29Z,8a48521b34a38e3ea7c4c96c7c31b22a7126cd00,0,28,40,3891,2942,repos\framework\tsconfig.json,0,0,0,0,0,0,0,0
plate,https://github.com/udecode/plate,3,996,3834,76,3354,130170,6570,repos\plate\tsconfig.json,1,1,1,1,1,1,1,1,1000,5,2019-12-02T01:40:10Z,0561f52e3924db377f4fa2559994620d71570895,6,654,1693,83983,786,repos\plate\tsconfig.json,1,1,1,1,1,1,1,1
linaria,https://github.com/callstack/linaria,0,11,237,154,78,4922,1627,repos\linaria\tsconfig.json,1,1,1,1,1,1,1,1,559,7,2017-05-23T00:52:34Z,e25e91ffb1187708680b97b06888adde7291b4d9,0,11,1024,18385,2394,repos\linaria\tsconfig.json,1,1,1,1,1,1,1,1
ant-design-mobile,https://github.com/ant-design/ant-design-mobile,4,49,1083,14,354,39382,582,repos\ant-design-mobile\tsconfig.json,1,1,1,1,1,1,1,1,274,9,2015-11-30T03:33:06Z,671ea151194c05856c90ad5a70791ec005268feb,4,50,1044,36665,569,repos\ant-design-mobile\tsconfig.json,1,1,1,1,1,1,1,1
highcharts,https://github.com/highcharts/highcharts,25,4220,19752,7788,2748,1242733,882039,not_found,0,0,0,0,0,0,0,0,0,14,2010-06-11T12:23:53Z,d298d75be59d61ef5dea086b9055f56303e13284,8,5379,18981,1333143,1002617,not_found,0,0,0,0,0,0,0,0
platform,https://github.com/hcengineering/platform,0,1444,11992,792,2964,227131,7116,not_found,0,0,0,0,0,0,0,0,314,3,2021-08-02T19:39:23Z,d17a476af4bf46410fb025c888f2d7ad75099425,0,643,4184,90370,4659,not_found,0,0,0,0,0,0,0,0
barba,https://github.com/barbajs/barba,1,44,249,38,114,4920,789,repos\barba\tsconfig.json,1,0,1,1,1,1,1,1,11,9,2015-11-12T20:08:53Z,40607b35b98988c4a908851b26694ea1b0744be9,1,43,249,4904,789,repos\barba\tsconfig.json,1,0,1,1,1,1,1,1
illa-builder,https://github.com/illacloud/illa-builder,6,149,5133,8,2006,147882,98,not_found,0,0,0,0,0,0,0,0,205,2,2022-04-18T04:55:57Z,c97e458bf0bda6d0cf0ad4cab389e659e3eab4dd,6,152,5176,143261,98,not_found,0,0,0,0,0,0,0,0
konva,https://github.com/konvajs/konva,1,99,676,6,250,59560,627,repos\konva\tsconfig.json,1,1,1,1,0,0,0,1,20,9,2015-01-09T10:14:35Z,47e8d20a525f6e320bb51c648fde7f911361a650,1,95,646,58826,627,repos\konva\tsconfig.json,1,1,1,1,0,0,0,1
aws-cdk,https://github.com/aws/aws-cdk,0,0,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0,563,7,2017-10-04T19:22:36Z,f1bb801f79e94f3cfadb4950d20b289ca425b829,21,1863,20884,468140,73437,not_found,0,0,0,0,0,0,0,0
botkit,https://github.com/howdyai/botkit,33,113,312,144,68,15425,7573,not_found,0,0,0,0,0,0,0,0,5,9,2015-12-11T21:21:12Z,b8f0e3e7fd9238a585ffdcec4a691acb23d0adcf,33,113,312,15425,7573,not_found,0,0,0,0,0,0,0,0
wp-calypso,https://github.com/Automattic/wp-calypso,48,550,34319,8854,6658,1214496,600320,repos\wp-calypso\packages\tsconfig.json,0,0,0,0,0,0,0,0,42,9,2015-11-10T20:00:16Z,2e4c55cdd17e80796d46bf7e2abd272d7fbfb503,45,342,25700,1028762,590248,repos\wp-calypso\packages\tsconfig.json,0,0,0,0,0,0,0,0
formily,https://github.com/alibaba/formily,12,801,1280,44,760,42909,3063,repos\formily\tsconfig.json,0,0,0,0,0,0,0,0,162,5,2019-01-09T02:11:45Z,48c9968b42f6f82c065da897ee91fa118ccf0f5d,12,801,1280,42846,3063,repos\formily\tsconfig.json,0,0,0,0,0,0,0,0
commerce,https://github.com/vercel/commerce,0,5,229,2,42,3744,9,repos\commerce\tsconfig.json,1,1,1,1,1,1,1,1,1,4,2020-10-26T22:30:00Z,2448f5201c06b629787544dc2c181d8def01a23c,0,3,205,3427,118,repos\commerce\tsconfig.json,1,1,1,1,1,1,1,1
comlink,https://github.com/GoogleChromeLabs/comlink,0,25,66,18,8,1450,274,not_found,0,0,0,0,0,0,0,0,9,7,2017-09-06T11:43:38Z,dffe9050f63b1b39f30213adeb1dd4b9ed7d2594,0,27,66,1427,274,not_found,0,0,0,0,0,0,0,0
ag-grid,https://github.com/ag-grid/ag-grid,0,2399,19589,536,5196,492306,33207,repos\ag-grid\tsconfig.base.json,0,1,1,0,0,1,1,0,228,10,2014-12-23T16:20:14Z,7cb272be8c316925c4c50ff05da7c6df43d87600,43,2706,18007,483486,71265,repos\ag-grid\tsconfig.json,0,0,0,0,0,0,0,0
theatre,https://github.com/theatre-js/theatre,84,122,2659,44,678,70067,1288,repos\theatre\tsconfig.base.json,1,1,1,1,1,1,1,1,0,11,2013-12-23T11:02:52Z,eb0dda399b761700eb3332644ba6673e24da860d,84,121,2525,67965,1308,repos\theatre\tsconfig.base.json,1,1,1,1,1,1,1,1
InversifyJS,https://github.com/inversify/InversifyJS,0,3,571,0,104,4822,0,repos\InversifyJS\tsconfig.json,1,1,1,1,1,1,1,1,75,9,2015-04-07T21:04:38Z,447e71f0fb5e3272f8aac64bc858e61ce33fb1a9,0,4,478,4140,0,repos\InversifyJS\tsconfig.json,1,1,1,1,1,1,1,1
oni,https://github.com/onivim/oni,1,523,5445,40,846,215384,143436,not_found,0,0,0,0,0,0,0,0,58,8,2016-11-16T14:42:55Z,17ceaa45311964a5509f5f4db8a330429d4ac0d7,1,523,5445,215384,143436,not_found,0,0,0,0,0,0,0,0
sigma.js,https://github.com/jacomyal/sigma.js,2,2,844,14,366,18188,259,repos\sigma.js\tsconfig.json,0,0,0,0,0,0,0,0,45,12,2012-03-11T15:17:40Z,4c641ef45d5987f602b48fb036af2cfd67b114fe,1,13,657,10548,459,repos\sigma.js\tsconfig.json,1,1,1,1,1,1,1,1
unleash,https://github.com/Unleash/unleash,4,553,13933,630,5504,260075,9069,not_found,0,0,0,0,0,0,0,0,768,10,2014-09-29T12:50:46Z,2695e38ed537d710635884615631bf67099bbfc2,3,420,10383,187976,7744,not_found,0,0,0,0,0,0,0,0
google-api-nodejs-client,https://github.com/googleapis/google-api-nodejs-client,0,1948,340953,702,1724,3069263,26686,repos\google-api-nodejs-client\tsconfig.json,0,0,0,0,0,0,0,0,1000,11,2013-03-06T17:02:23Z,d3fd980907c318048c7ee471c38033cf529a3c04,0,1725,309867,2693152,24869,repos\google-api-nodejs-client\tsconfig.json,0,0,0,0,0,0,0,0
TypeScript-React-Starter,https://github.com/microsoft/TypeScript-React-Starter,0,0,5,0,0,150,0,repos\TypeScript-React-Starter\tsconfig.json,0,1,0,0,0,1,1,0,0,7,2017-05-09T19:54:45Z,19c71f2c6a2b874b1b2bb28a8526b19185b8eece,0,0,5,150,0,repos\TypeScript-React-Starter\tsconfig.json,0,1,0,0,0,1,1,0
mapbox-gl-js,https://github.com/mapbox/mapbox-gl-js,1,750,9036,102,980,140413,33782,repos\mapbox-gl-js\tsconfig.json,0,0,0,0,0,0,0,0,227,11,2013-03-07T14:45:24Z,466ee28b7ee6a1bff63d0d6d591cc535c70f487f,0,712,6417,122911,122911,not_found,0,0,0,0,0,0,0,0
satori,https://github.com/vercel/satori,1,41,727,12,102,9475,119,repos\satori\tsconfig.json,0,0,0,0,0,0,0,0,63,2,2022-01-27T17:01:04Z,a2abe37948071414ba93d2e084e1c09dad5c4899,1,42,677,9590,527,repos\satori\tsconfig.json,0,0,0,0,0,0,0,0
lx-music-mobile,https://github.com/lyswhut/lx-music-mobile,0,132,2570,216,404,61662,15025,repos\lx-music-mobile\tsconfig.json,0,0,0,0,0,0,0,0,63,3,2021-05-15T09:53:57Z,141a9c885645ce31146a3198a6b2f5f52c5c0813,0,126,2312,56235,14657,repos\lx-music-mobile\tsconfig.json,0,0,0,0,0,0,0,0
element-web,https://github.com/element-hq/element-web,291,315,15700,38,1980,320712,5837,repos\element-web\tsconfig.json,1,1,1,1,1,1,1,1,520,9,2015-07-22T05:32:15Z,46d36885d3332323ac44f237f83c08e9089de640,231,285,14808,310487,1021,repos\element-web\tsconfig.json,1,1,1,1,1,1,1,1
signature_pad,https://github.com/szimek/signature_pad,0,10,133,8,16,1667,292,repos\signature_pad\tsconfig.json,1,1,1,1,1,1,1,1,54,11,2013-03-15T17:59:57Z,90b15de0f589cdf27d65c3ff903c625db1ab5030,0,10,125,2099,828,repos\signature_pad\tsconfig.json,1,1,1,1,1,1,1,1
class-validator,https://github.com/typestack/class-validator,4,65,612,4,318,6418,33,repos\class-validator\tsconfig.json,1,1,1,1,1,1,1,1,5,9,2015-10-03T13:27:09Z,6a0d3418597fafe1d0cba80d851d809ead728fdb,4,66,612,6414,33,repos\class-validator\tsconfig.json,1,1,1,1,1,1,1,1
proton-native,https://github.com/kusti8/proton-native,0,75,160,34,72,3931,1031,repos\proton-native\tsconfig.json,1,1,1,1,1,1,1,1,0,7,2017-11-21T22:56:18Z,ab482b120542951628292211b989e504fa4a3985,0,75,160,3931,1031,repos\proton-native\tsconfig.json,1,1,1,1,1,1,1,1
victory,https://github.com/FormidableLabs/victory,2,286,1516,36,308,80415,18181,repos\victory\tsconfig.json,1,1,1,1,1,0,1,1,115,9,2015-07-02T22:36:50Z,0a26400b40eab9734d408aeda8c8a98d7c8c9f6e,2,351,1332,109846,73532,repos\victory\tsconfig.base.json,0,0,0,0,0,0,0,0
fp-ts,https://github.com/gcanti/fp-ts,0,297,2186,0,546,83329,0,repos\fp-ts\tsconfig.json,1,1,1,1,1,1,1,1,178,7,2017-01-25T17:44:09Z,05b78c4083d04bfb420dec32ac493af49abbfc14,0,295,2183,83231,0,repos\fp-ts\tsconfig.json,1,1,1,1,1,1,1,1
mitt,https://github.com/developit/mitt,0,0,29,0,6,405,0,repos\mitt\tsconfig.json,1,1,1,1,1,1,1,1,12,7,2017-01-15T01:10:50Z,6b41670516ed8e8b738612f60491995470aa63b3,0,0,29,405,0,repos\mitt\tsconfig.json,1,1,1,1,1,1,1,1
react-styleguidist,https://github.com/styleguidist/react-styleguidist,0,64,712,274,336,13120,3857,repos\react-styleguidist\tsconfig.json,1,1,1,1,1,1,1,1,293,9,2015-09-07T05:30:30Z,0802ffbe716fef22086f87f5c6a9caec2f9126d1,0,64,712,13215,3857,repos\react-styleguidist\tsconfig.json,1,1,1,1,1,1,1,1
frontend-bootcamp,https://github.com/microsoft/frontend-bootcamp,0,10,273,14,92,4838,243,repos\frontend-bootcamp\tsconfig.json,0,0,0,0,0,0,0,0,0,5,2019-02-24T16:11:55Z,7cea32428e16b33a2ae4e54d2a87274a8171559b,0,10,273,4838,243,repos\frontend-bootcamp\tsconfig.json,0,0,0,0,0,0,0,0
vee-validate,https://github.com/logaretm/vee-validate,0,62,614,10,210,9008,152,repos\vee-validate\tsconfig.json,1,1,1,1,1,1,1,1,311,8,2016-07-30T01:10:44Z,b2c1234c3d3606cc522bd47d17bbd07bcd2bc993,0,56,575,8287,124,repos\vee-validate\tsconfig.json,1,1,1,1,1,1,1,1
http-proxy-middleware,https://github.com/chimurai/http-proxy-middleware,0,19,64,18,64,1773,286,repos\http-proxy-middleware\tsconfig.json,1,1,1,1,1,0,1,1,68,9,2015-03-14T15:45:55Z,bd35b7b5d63eae997cf34b9152fa65fddf0f4996,0,20,59,1542,267,repos\http-proxy-middleware\tsconfig.json,1,1,1,1,1,0,1,1
graphql-code-generator,https://github.com/dotansimha/graphql-code-generator,1,225,4320,150,806,59118,816,repos\graphql-code-generator\tsconfig.json,0,0,0,0,0,0,1,1,1000,8,2016-12-05T19:15:11Z,527da03f1ecbf8de12259342386551792656a8e9,1,226,4186,57994,691,repos\graphql-code-generator\tsconfig.json,0,0,0,0,0,0,1,1
tamagui,https://github.com/tamagui/tamagui,322,1872,146315,218,7036,429788,9674,repos\tamagui\tsconfig.json,1,1,1,1,1,0,1,1,1000,4,2020-10-16T21:19:51Z,1c748721499a5314a885e8e54984725eb24c324e,250,3249,440191,688055,8906,repos\tamagui\tsconfig.json,1,1,1,1,1,0,1,1
LaTeX-Workshop,https://github.com/James-Yu/LaTeX-Workshop,0,25,1975,8,248,57911,37408,repos\LaTeX-Workshop\tsconfig.json,1,1,1,1,1,1,1,1,0,8,2016-12-26T08:23:24Z,add96927f65fab4614fabffd98a80ed6cdb7744d,0,10,1764,31944,14355,repos\LaTeX-Workshop\tsconfig.json,1,1,1,1,1,1,1,1
redux-toolkit,https://github.com/reduxjs/redux-toolkit,9,298,1702,70,710,49839,5922,not_found,0,0,0,0,0,0,0,0,118,6,2018-03-03T21:21:53Z,94fca95c3bc7a2c9a5e8f7661d4220310190151e,18,305,1317,37830,5872,not_found,0,0,0,0,0,0,0,0
micro,https://github.com/vercel/micro,0,0,57,14,22,1241,118,not_found,0,0,0,0,0,0,0,0,61,8,2016-01-23T05:17:00Z,73dd4752e612954a629fae45e3572331b90f5192,0,0,57,1241,118,not_found,0,0,0,0,0,0,0,0
svgr,https://github.com/gregberge/svgr,23,6,223,86,72,4571,1416,repos\svgr\tsconfig.json,1,1,1,1,1,1,1,1,69,7,2017-09-01T21:38:42Z,f73f14d84f3a372e4f1f1af02ba0b5ccfbc5bd6d,23,6,223,4571,1416,repos\svgr\tsconfig.json,1,1,1,1,1,1,1,1
wired-elements,https://github.com/rough-stuff/wired-elements,0,19,162,12,82,4440,120,repos\wired-elements\tsconfig.json,1,1,1,1,1,1,1,1,13,7,2017-08-28T06:12:03Z,0802655b6a0220d17e95e9d1565a7a1b10a24fef,0,19,162,4440,120,repos\wired-elements\tsconfig.json,1,1,1,1,1,1,1,1
kysely,https://github.com/kysely-org/kysely,5,213,1876,94,656,46764,1381,repos\kysely\tsconfig.json,0,0,0,0,0,0,0,0,85,3,2021-02-22T09:06:55Z,56facee8b070f560f13f0e1fe26ad50e3edb866b,4,165,1659,40711,1391,repos\kysely\tsconfig.json,0,0,0,0,0,0,0,0
plasmo,https://github.com/PlasmoHQ/plasmo,13,29,264,0,390,13918,1,not_found,0,0,0,0,0,0,0,0,98,2,2022-05-02T11:05:23Z,53aac96ada3dbdb7abb0afa39d3eeac5006ce5fc,13,27,254,13654,1,not_found,0,0,0,0,0,0,0,0
vue-storefront,https://github.com/vuestorefront/vue-storefront,4,73,2009,48,466,297165,288362,not_found,0,0,0,0,0,0,0,0,151,7,2017-08-15T06:33:52Z,ca0a0df0fc2308595fba078f357da35ed73b6b89,2,49,280,5434,72,not_found,0,0,0,0,0,0,0,0
typescript-tutorial,https://github.com/xcatliu/typescript-tutorial,0,12,47,14,124,625,99,not_found,0,0,0,0,0,0,0,0,0,8,2016-05-11T03:02:41Z,d7bac3e655776773634a6b405f8b3e7710edac1a,0,12,47,624,99,not_found,0,0,0,0,0,0,0,0
elysia,https://github.com/elysiajs/elysia,100,257,716,4,126,20147,33,repos\elysia\tsconfig.json,0,0,0,0,0,0,0,0,25,2,2022-12-04T12:53:30Z,9b294fdc2e2e69dae40f62ac5315327502810c50,119,164,361,10315,58,repos\elysia\tsconfig.json,0,0,0,0,0,0,0,0
mini-vue,https://github.com/cuixiaorui/mini-vue,0,52,40,92,86,7067,4246,repos\mini-vue\tsconfig.json,1,1,1,1,1,0,1,1,0,4,2020-06-20T05:11:08Z,07e4e10a5ccde25a78d4554c864030ddc6c4f1a3,0,52,40,7067,4246,repos\mini-vue\tsconfig.json,1,1,1,1,1,0,1,1
helmet,https://github.com/helmetjs/helmet,0,0,73,10,46,2029,194,repos\helmet\tsconfig.json,1,1,1,1,1,1,1,1,0,12,2012-02-01T22:54:45Z,9d932803ecbbfe25fae921148e8cef7a2355cd91,0,0,72,1937,130,repos\helmet\tsconfig.json,1,1,1,1,1,1,1,1
cyclejs,https://github.com/cyclejs/cyclejs,0,671,1182,72,258,23261,2937,not_found,0,0,0,0,0,0,0,0,60,10,2014-11-07T11:28:45Z,ba6e3b9934c26bd4f6b186f60190876a70aa9acb,0,671,1182,23261,2937,not_found,0,0,0,0,0,0,0,0
juice-shop,https://github.com/juice-shop/juice-shop,0,396,1364,26,878,74990,39837,repos\juice-shop\tsconfig.json,1,1,1,1,1,1,1,1,209,10,2014-09-19T14:53:06Z,f7834b02493187081d82aa86bbafa5e937aeeb47,0,402,1351,74922,39838,repos\juice-shop\tsconfig.json,1,1,1,1,1,1,1,1
SponsorBlock,https://github.com/ajayyy/SponsorBlock,0,0,927,12,78,13755,386,repos\SponsorBlock\tsconfig.json,0,0,0,0,0,0,0,0,265,5,2019-07-10T02:40:43Z,52bd85b8506a6c7620e9125b9f84d73ed91367b5,0,0,879,13229,370,repos\SponsorBlock\tsconfig.json,0,0,0,0,0,0,0,0
kepler.gl,https://github.com/keplergl/kepler.gl,93,458,5078,722,426,184582,96167,repos\kepler.gl\tsconfig.json,1,1,1,1,1,0,1,1,22,6,2018-02-28T21:36:16Z,1ae4cd0279bea1528f0d36378ffaacd8a7526d94,74,392,4508,186185,100723,repos\kepler.gl\tsconfig.json,1,1,1,1,1,0,1,1
react-native-ui-kitten,https://github.com/akveo/react-native-ui-kitten,22,107,1795,94,272,31323,842,repos\react-native-ui-kitten\tsconfig.json,0,0,0,0,0,0,0,0,31,8,2016-12-20T08:22:38Z,ee7aa83f32e3f9e33c1a77debe63aa6ff49e5fbd,22,107,1795,31323,842,repos\react-native-ui-kitten\tsconfig.json,0,0,0,0,0,0,0,0
