name,url,ts_ignore,any,specific_types,qty_js_files,qty_ts_files,TLOC,JS_LOC,tsconfig_path,strict,strictNullChecks,strictBindCallApply,strictFunctionTypes,strictPropertyInitialization,noImplicitAny,noImplicitThis,alwaysStrict,releases,age,created_at,prev_year_commit,prev_year_ts_ignore,prev_year_any,prev_year_specific_types,prev_year_TLOC,prev_year_JS_LOC,prev_year_tsconfig_path,prev_year_strict,prev_year_strictNullChecks,prev_year_strictBindCallApply,prev_year_strictFunctionTypes,prev_year_strictPropertyInitialization,prev_year_noImplicitAny,prev_year_noImplicitThis,prev_year_alwaysStrict
thelounge,https://github.com/thelounge/thelounge,1,238,1441,20,448,26753,2054,not_found,0,0,0,0,0,0,0,0,115,8,2016-02-09T03:16:03Z,d1561f8ebccacd0277d185626f3737bfd23bc99e,1,229,1359,25895,1984,not_found,0,0,0,0,0,0,0,0
ChatGPT,https://github.com/PawanOsman/ChatGPT,0,11,27,0,2,602,0,repos\ChatGPT\tsconfig.json,1,0,0,1,1,0,1,1,0,2,2022-12-06T16:39:11Z,98a35b53af78a5e631e9b67bbaf2e46644d5a309,0,0,1,424,424,not_found,0,0,0,0,0,0,0,0
next-i18next,https://github.com/i18next/next-i18next,1,3,62,52,32,2191,585,repos\next-i18next\tsconfig.json,1,1,1,1,1,1,1,1,189,6,2018-11-09T20:23:21Z,76de3bd430dae0ec41344d2e3d20212e375740f5,1,2,58,1680,492,repos\next-i18next\tsconfig.json,1,1,1,1,1,1,1,1
jose,https://github.com/panva/jose,47,8,522,14,280,12110,220,not_found,0,0,0,0,0,0,0,0,225,6,2018-11-06T08:46:01Z,18a26ff633b59d7aa17e816d4d35fea04234f716,52,8,448,11011,213,not_found,0,0,0,0,0,0,0,0
vue-chartjs,https://github.com/apertureless/vue-chartjs,0,2,142,28,82,29307,27903,repos\vue-chartjs\tsconfig.json,1,1,1,1,1,1,1,1,78,8,2016-06-26T13:25:12Z,96680d66feb717428c4243549640c9a22c544bd8,0,2,8,1686,184,repos\vue-chartjs\tsconfig.json,1,1,1,1,1,1,1,1
speedscope,https://github.com/jlfwong/speedscope,0,102,1389,18,126,21583,3818,repos\speedscope\tsconfig.json,1,1,1,1,1,1,1,1,35,7,2017-11-22T08:01:13Z,de17f128d0ce9d2a696ac7772dec6393dc2888b4,0,99,1341,21225,3817,repos\speedscope\tsconfig.json,1,1,1,1,1,1,1,1
bob-plugin-openai-translator,https://github.com/openai-translator/bob-plugin-openai-translator,0,0,38,0,12,803,0,repos\bob-plugin-openai-translator\tsconfig.json,1,1,1,1,1,1,1,1,57,1,2023-02-19T07:59:51Z,91697f0765cd9250167340fd4c8bc52f9853738a,0,12,115,937,507,repos\bob-plugin-openai-translator\tsconfig.json,0,0,0,0,0,0,0,0
utility-types,https://github.com/piotrwitek/utility-types,0,17,216,0,22,1935,0,repos\utility-types\tsconfig.json,1,1,1,1,1,1,1,1,16,8,2016-12-13T21:41:41Z,411e83ecf70e428b529fc2a09a49519e8f36c8fa,0,17,212,1916,0,repos\utility-types\tsconfig.json,1,1,1,1,1,1,1,1
web3-react,https://github.com/Uniswap/web3-react,1,4,222,4,56,3183,29,repos\web3-react\tsconfig.json,0,0,0,0,0,0,0,0,0,6,2018-11-13T17:39:38Z,bd267025f06b5808fd6ccc4e18dde4d400c4076a,1,4,222,3183,29,repos\web3-react\tsconfig.json,0,0,0,0,0,0,0,0
vue-property-decorator,https://github.com/kaorun343/vue-property-decorator,1,27,25,4,30,617,201,not_found,0,0,0,0,0,0,0,0,16,8,2016-01-14T13:16:49Z,e04872349bab357e6d08b01442f83abc9976eb50,1,27,25,617,201,not_found,0,0,0,0,0,0,0,0
virtual,https://github.com/TanStack/virtual,0,4,240,58,202,7335,246,repos\virtual\tsconfig.json,1,1,1,1,1,1,1,1,149,4,2020-05-08T07:25:21Z,e2e94d1610075e661d75cdd421c244b76daafbfc,0,5,230,4960,123,repos\virtual\tsconfig.json,0,0,0,0,0,0,0,0
vscode-cpptools,https://github.com/microsoft/vscode-cpptools,1,359,4636,8,236,35154,2240,not_found,0,0,0,0,0,0,0,0,247,8,2016-03-26T21:26:30Z,7d051394e6e0725b503921fd878ae49bc18a1546,1,341,4549,33228,2133,not_found,0,0,0,0,0,0,0,0
flash-list,https://github.com/Shopify/flash-list,0,24,416,32,102,9410,470,repos\flash-list\tsconfig.json,0,0,0,0,0,0,0,0,45,3,2021-12-20T15:48:14Z,cd422598b358a35bb164816cd4e85049bd2573c4,0,24,402,9047,368,repos\flash-list\tsconfig.json,0,0,0,0,0,0,0,0
BotsApp,https://github.com/Prince-Mendiratta/BotsApp,10,45,200,10,108,5878,383,repos\BotsApp\tsconfig.json,0,0,0,0,0,0,0,0,3,3,2021-05-12T13:24:26Z,c148312ed2e1162cb7963317ad8f92161a3cea60,10,45,200,5878,383,repos\BotsApp\tsconfig.json,0,0,0,0,0,0,0,0
cypress-realworld-app,https://github.com/cypress-io/cypress-realworld-app,65,98,383,8,126,11523,65,repos\cypress-realworld-app\tsconfig.json,1,1,1,1,1,1,1,1,19,4,2020-01-06T18:39:43Z,5cc078d05ce7a1451635deb04ab1a47e6f5b74ba,67,99,361,11033,39,repos\cypress-realworld-app\tsconfig.json,1,1,1,1,1,1,1,1
ngx-bootstrap,https://github.com/valor-software/ngx-bootstrap,20,121,4172,56,1984,61950,1067,repos\ngx-bootstrap\tsconfig.base.json,0,0,0,0,0,0,0,0,138,9,2015-08-08T13:13:57Z,2df6e6ae89276bd65b56bea3c70318e2edce6038,20,160,4143,61135,1055,repos\ngx-bootstrap\tsconfig.base.json,0,0,0,0,0,0,0,0
themer,https://github.com/themerdev/themer,0,1,114,0,134,9089,0,not_found,0,0,0,0,0,0,0,0,14,8,2016-11-21T13:42:28Z,a6e4d3562b827ec87a8a1ac6ddaf11b73c5a2061,0,1,113,9075,0,not_found,0,0,0,0,0,0,0,0
react-native-modal,https://github.com/react-native-modal/react-native-modal,11,12,31,8,8,1654,79,repos\react-native-modal\tsconfig.json,1,1,1,1,1,1,1,1,60,8,2016-09-23T16:45:46Z,6624b5abb326470820f9fedec8b3ecdb35520869,11,12,31,1654,79,repos\react-native-modal\tsconfig.json,1,1,1,1,1,1,1,1
jasminum,https://github.com/l0o0/jasminum,0,25,131,4,36,2931,169,repos\jasminum\tsconfig.json,1,1,1,1,1,1,1,1,40,4,2020-06-16T14:34:00Z,d7b2931664745808a366fac6deb9c4322ec1405c,0,23,128,2770,170,repos\jasminum\tsconfig.json,1,1,1,1,1,1,1,1
ts-migrate,https://github.com/airbnb/ts-migrate,0,31,265,20,110,5966,202,repos\ts-migrate\tsconfig.base.json,1,1,1,1,1,1,1,1,0,5,2019-12-05T23:36:40Z,f656addb5d6b60887f6b4033cdd81a6ff5e851cb,0,31,265,5966,202,repos\ts-migrate\tsconfig.base.json,1,1,1,1,1,1,1,1
chat-langchain,https://github.com/langchain-ai/chat-langchain,0,3,87,4,22,4541,10,not_found,0,0,0,0,0,0,0,0,0,1,2023-01-16T20:43:13Z,a875a649109ad7c3d68d7e9b75508f687e627ca4,0,7,55,1337,10,not_found,0,0,0,0,0,0,0,0
How-to-run,https://github.com/lidangzzz/How-to-run,0,0,0,0,6,156,0,not_found,0,0,0,0,0,0,0,0,0,2,2022-09-21T23:57:37Z,7695a76c5b02494a6db6432385ef1f775162e39e,0,0,0,156,0,not_found,0,0,0,0,0,0,0,0
nativescript-vue,https://github.com/nativescript-vue/nativescript-vue,0,29,123,18,64,2559,342,repos\nativescript-vue\tsconfig.json,0,0,0,0,0,0,0,0,64,7,2017-04-17T23:49:17Z,d8c1592a4c7c29a1b256ae83f71a9f5ff8d55f57,0,29,122,2446,341,repos\nativescript-vue\tsconfig.json,0,0,0,0,0,0,0,0
big-AGI,https://github.com/enricoros/big-AGI,1,120,2939,0,330,47800,0,repos\big-AGI\tsconfig.json,1,1,1,1,1,1,1,1,16,1,2023-03-19T04:50:47Z,47f1fcd3bf101af81b044cd92a72df1434cffd3f,0,82,1408,18999,55,repos\big-AGI\tsconfig.json,1,1,1,1,1,1,1,1
este,https://github.com/este/este,4,72,369,12,86,6425,179,repos\este\tsconfig.json,1,1,1,1,1,1,1,1,7,11,2013-02-16T03:30:38Z,e44873fa421781b62cd3a18738c088077c303397,4,72,369,6425,179,repos\este\tsconfig.json,1,1,1,1,1,1,1,1
nanostores,https://github.com/nanostores/nanostores,0,11,55,30,36,1863,662,repos\nanostores\tsconfig.json,1,1,1,1,1,1,1,1,8,4,2020-10-14T19:51:28Z,f3c81b99b939f12921b62fff9f5dfcb19202d764,0,12,50,1678,653,repos\nanostores\tsconfig.json,1,1,1,1,1,1,1,1
material-kit-react,https://github.com/devias-io/material-kit-react,0,0,183,0,40,4021,82,repos\material-kit-react\tsconfig.json,1,1,1,1,1,1,1,1,3,5,2019-05-02T15:25:39Z,f4a7ef6f5785580419f82bf0a0bf1a8722f70dd4,0,0,5,4712,4712,not_found,0,0,0,0,0,0,0,0
tui.chart,https://github.com/nhn/tui.chart,0,58,2454,46,466,52524,1227,repos\tui.chart\tsconfig.json,1,1,1,1,1,0,1,1,89,9,2015-07-31T01:18:56Z,e70ec64e3ed86d82d43a2edda3b84efea3eb3fcf,0,58,2454,52524,1227,repos\tui.chart\tsconfig.json,1,1,1,1,1,0,1,1
graphql-tools,https://github.com/ardatan/graphql-tools,8,625,2025,112,764,52712,1345,repos\graphql-tools\tsconfig.json,1,1,1,1,1,1,1,1,1000,8,2016-03-22T00:14:38Z,3d49a04ceb730ad438f98c70be53c1292abadc5b,8,599,1897,49166,1253,repos\graphql-tools\tsconfig.json,1,1,1,1,1,1,1,1
node-lru-cache,https://github.com/isaacs/node-lru-cache,8,34,158,10,42,6560,342,repos\node-lru-cache\tsconfig.json,1,1,1,1,1,1,1,1,0,14,2010-05-21T21:00:58Z,7ea471612cbf5f40a95040acbb433d9c329257b8,9,34,122,5867,433,repos\node-lru-cache\tsconfig.json,0,0,0,0,0,0,0,0
timeago.js,https://github.com/hustcc/timeago.js,5,0,153,4,112,1476,84,repos\timeago.js\tsconfig.json,0,0,0,0,0,0,0,0,3,8,2016-06-23T02:06:23Z,3ce10ccf46eea2f8009c7c274a22fea2f8952f23,5,0,153,1475,84,repos\timeago.js\tsconfig.json,0,0,0,0,0,0,0,0
ZyPlayer,https://github.com/Hiram-Wong/ZyPlayer,40,445,1618,24,458,33284,4335,repos\ZyPlayer\tsconfig.json,0,0,0,0,0,0,0,0,31,1,2023-02-06T10:41:27Z,7115053067b701a02c75fdd6c175e647fce7068d,1,22,227,15735,11422,repos\ZyPlayer\tsconfig.json,0,0,0,0,0,0,0,0
kalidokit,https://github.com/yeemachine/kalidokit,0,0,114,8,32,2571,579,repos\kalidokit\tsconfig.json,1,1,1,1,1,1,1,1,0,3,2021-10-08T03:36:09Z,32c27357f40f8426ce18724f4284d954b29223b0,0,0,114,2571,579,repos\kalidokit\tsconfig.json,1,1,1,1,1,1,1,1
photoview,https://github.com/photoview/photoview,0,2,962,12,166,15079,184,not_found,0,0,0,0,0,0,0,0,28,5,2019-07-07T13:55:00Z,8cdc4cd136dfd5e3785df6b209a8befac8d7e1cb,0,2,963,15066,179,not_found,0,0,0,0,0,0,0,0
zotero-better-bibtex,https://github.com/retorquere/zotero-better-bibtex,0,0,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0,914,11,2013-09-20T08:26:14Z,bf40ce83e8dc28f6d01eba82823b5b77dd7da464,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0
theme-ui,https://github.com/system-ui/theme-ui,9,27,289,148,140,19407,2746,repos\theme-ui\tsconfig.json,0,0,0,0,0,0,0,0,173,5,2019-04-03T22:10:49Z,650c52b2394d68f54bda3a0ae998647cbf2e5b34,6,27,292,19384,2746,repos\theme-ui\tsconfig.json,0,0,0,0,0,0,0,0
tridactyl,https://github.com/tridactyl/tridactyl,0,109,912,16,246,28102,1676,repos\tridactyl\tsconfig.json,0,0,1,1,0,0,1,1,0,7,2017-02-24T18:29:34Z,e4b453f99da821a12fa6bf4a8c23cdc4d7c79a05,0,114,871,26223,1610,repos\tridactyl\tsconfig.json,0,0,1,1,0,0,1,1
flame,https://github.com/pawelmalak/flame,0,4,338,190,136,10455,2611,not_found,0,0,0,0,0,0,0,0,17,3,2021-05-08T16:49:26Z,3c347c854c4c55456785ff026a703422d8f02f62,0,4,338,10455,2611,not_found,0,0,0,0,0,0,0,0
vscode-restclient,https://github.com/Huachao/vscode-restclient,2,31,708,4,154,7687,127,repos\vscode-restclient\tsconfig.json,0,1,0,0,0,0,0,1,49,8,2016-03-30T08:12:52Z,a89f8bce1b5e3d5bd955f10916b0c101e20431d3,2,21,624,6843,127,repos\vscode-restclient\tsconfig.json,0,1,0,0,0,0,0,1
BibiGPT-v1,https://github.com/JimmyLv/BibiGPT-v1,3,18,172,12,80,4647,126,repos\BibiGPT-v1\tsconfig.json,1,1,1,1,1,1,1,1,32,1,2023-02-26T16:05:11Z,a495581fcd260f44a80c2faaf86a0239dfc78cd0,3,18,172,4647,126,repos\BibiGPT-v1\tsconfig.json,1,1,1,1,1,1,1,1
skateshop,https://github.com/sadmann7/skateshop,0,0,595,6,174,26034,140,repos\skateshop\tsconfig.json,1,1,1,1,1,1,1,1,0,1,2023-05-03T05:00:21Z,ddb57b8a70c020bf48f320ebdb7b17f02cd5918f,1,2,482,23053,294,repos\skateshop\tsconfig.json,1,1,1,1,1,1,1,1
danger-js,https://github.com/danger/danger-js,0,0,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0,134,8,2016-08-20T12:57:06Z,,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0
github-profile-trophy,https://github.com/ryo-ma/github-profile-trophy,0,0,161,0,56,2727,0,not_found,0,0,0,0,0,0,0,0,0,4,2020-08-22T16:21:19Z,0a3c385fc5b1e26ac55a67845d6daf49932c89f8,0,0,164,2553,0,not_found,0,0,0,0,0,0,0,0
videojs-player,https://github.com/surmon-china/videojs-player,3,13,38,8,32,1440,173,repos\videojs-player\tsconfig.json,1,1,1,1,1,1,1,1,5,8,2016-09-28T14:11:18Z,0d368bf272a8f67042ad849230b94f1740530e6d,3,13,38,1440,173,repos\videojs-player\tsconfig.json,1,1,1,1,1,1,1,1
aleph.js,https://github.com/alephjs/aleph.js,9,2,532,12,182,13683,4361,not_found,0,0,0,0,0,0,0,0,78,4,2020-09-12T07:27:46Z,b65a82a14b1a1a17a767e6e1977400604bfa7411,9,2,532,13683,4361,not_found,0,0,0,0,0,0,0,0
react-virtuoso,https://github.com/petyosi/react-virtuoso,0,41,526,0,110,12277,0,repos\react-virtuoso\tsconfig.json,1,1,1,1,1,1,1,1,233,5,2019-05-03T05:39:04Z,12e53e5d75a728dbddbb908aad70b6d9674f459e,1,34,522,12782,758,repos\react-virtuoso\tsconfig.json,1,1,1,1,1,1,1,1
angular-realworld-example-app,https://github.com/gothinkster/angular-realworld-example-app,1,0,102,0,80,1581,0,repos\angular-realworld-example-app\tsconfig.json,1,1,1,1,1,1,1,1,0,8,2016-09-22T19:46:14Z,0d28f5c63b9cd678a3f1f724f68d6e41363bdd5a,1,0,110,1556,0,repos\angular-realworld-example-app\tsconfig.json,1,1,1,1,1,1,1,1
react-hooks-testing-library,https://github.com/testing-library/react-hooks-testing-library,0,0,33,8,36,897,54,repos\react-hooks-testing-library\tsconfig.json,0,0,0,0,0,0,0,0,67,6,2018-11-10T09:57:27Z,1e01273374af4e48a0feb1f2233bf6c76d742167,0,0,33,897,54,repos\react-hooks-testing-library\tsconfig.json,0,0,0,0,0,0,0,0
nativewind,https://github.com/nativewind/nativewind,0,109,403,56,158,21285,1381,repos\nativewind\tsconfig.json,0,0,0,0,0,0,0,0,100,2,2022-04-02T12:30:41Z,f67be612b50e95ce51e45a4a5591a2ef75882185,0,106,311,14710,1229,repos\nativewind\tsconfig.json,0,0,0,0,0,0,0,0
BosqueLanguage,https://github.com/microsoft/BosqueLanguage,0,259,4003,10,96,48175,256,not_found,0,0,0,0,0,0,0,0,0,5,2019-03-10T03:37:38Z,74f496b40e2d0739db40f8c036f8810172565e15,0,259,4003,48175,256,not_found,0,0,0,0,0,0,0,0
recyclerlistview,https://github.com/Flipkart/recyclerlistview,0,43,1007,8,58,4857,301,repos\recyclerlistview\tsconfig.json,1,1,1,1,1,1,1,1,35,7,2017-04-16T06:14:33Z,afd0a8bb92353e40d3cacdd7fb413560cef4e7ec,0,43,1001,4813,301,repos\recyclerlistview\tsconfig.json,1,1,1,1,1,1,1,1
RWKV-Runner,https://github.com/josStorer/RWKV-Runner,2,19,623,14,52,13216,664,not_found,0,0,0,0,0,0,0,0,89,1,2023-05-05T04:21:56Z,f03c9cf25f4b0d5120fa9a0a5597554aad8af387,1,17,482,8152,548,not_found,0,0,0,0,0,0,0,0
webstudio,https://github.com/webstudio-is/webstudio,41,59,3998,42,1428,233219,113,not_found,0,0,0,0,0,0,0,0,155,2,2022-03-13T04:19:01Z,cdf6681bf3270b31fa53ea7b0fa1dd36a3242da3,14,25,2485,170527,1092,not_found,0,0,0,0,0,0,0,0
panda,https://github.com/chakra-ui/panda,10,232,7311,30,1188,123991,228,repos\panda\tsconfig.json,0,0,0,0,0,0,0,0,1000,2,2022-07-27T06:49:27Z,aac7b379076f0fafcc3f376ce3f875a02ff5fefa,7,177,6646,101988,241,repos\panda\tsconfig.json,1,1,1,1,1,1,1,1
learnapollo,https://github.com/learnapollo/learnapollo,0,55,133,4,26,2892,186,repos\learnapollo\tsconfig.json,0,1,0,0,0,0,0,0,0,8,2016-10-05T13:27:53Z,dea1677ead6ed590599f9f29b69215d49ea6a0a9,0,55,133,2892,186,repos\learnapollo\tsconfig.json,0,1,0,0,0,0,0,0
pts,https://github.com/williamngan/pts,6,250,4176,358,48,60485,45174,repos\pts\tsconfig.json,0,0,0,0,0,0,0,0,14,7,2017-03-24T14:09:43Z,9b25438001a2114b0d290f18fef86136b8f97557,7,252,4174,60361,45070,repos\pts\tsconfig.json,0,0,0,0,0,0,0,0
solid-start,https://github.com/solidjs/solid-start,12,74,388,16,232,15863,1053,repos\solid-start\tsconfig.json,0,0,0,0,0,0,0,0,7,3,2021-03-30T03:42:11Z,6da6df3eaec311fcb5a276b79f8cc02d29d4c3de,21,139,795,21041,4500,repos\solid-start\tsconfig.json,0,0,0,0,0,0,0,0
immutability-helper,https://github.com/kolodny/immutability-helper,1,124,18,2,6,1113,34,repos\immutability-helper\tsconfig.json,0,1,0,1,0,0,1,0,30,8,2016-02-25T02:32:06Z,3dc903960b8411da84704052d511c20648c45ead,1,124,18,1113,34,repos\immutability-helper\tsconfig.json,0,1,0,1,0,0,1,0
oak,https://github.com/oakserver/oak,1,48,521,0,82,7397,0,not_found,0,0,0,0,0,0,0,0,0,6,2018-12-12T10:20:46Z,aad49081dd7dca6781ec3cfcd7af395fc3884547,2,71,674,15567,0,not_found,0,0,0,0,0,0,0,0
plasmic,https://github.com/plasmicapp/plasmic,36,2218,24915,252,3182,1064953,38255,not_found,0,0,0,0,0,0,0,0,0,3,2021-02-02T19:37:59Z,959c998a7962439b20572f1d6d7dd761769e956c,39,2378,25726,1095893,55643,not_found,0,0,0,0,0,0,0,0
prettier-vscode,https://github.com/prettier/prettier-vscode,0,2,208,84,50,3063,503,repos\prettier-vscode\tsconfig.json,1,1,1,1,1,1,1,1,96,7,2017-01-10T19:34:28Z,affc1e5b44fc6d0d9d4a957e327e0da57045bf56,0,2,203,2980,499,repos\prettier-vscode\tsconfig.json,1,1,1,1,1,1,1,1
react-leaflet,https://github.com/PaulLeCam/react-leaflet,12,0,60,0,56,2913,0,repos\react-leaflet\tsconfig.json,0,0,0,0,0,0,0,0,126,10,2014-08-03T09:16:09Z,9be06c0c1bb1e355f468393ac31ecb19e9a1f20d,11,3,57,2902,0,repos\react-leaflet\tsconfig.json,0,0,0,0,0,0,0,0
ms,https://github.com/vercel/ms,0,0,22,2,2,322,80,repos\ms\tsconfig.json,0,0,0,0,0,0,0,0,20,12,2012-03-08T02:10:13Z,dfd18036f359a3b80bf38d3d8c0bb850c0dc9b66,0,0,19,295,80,repos\ms\tsconfig.json,0,0,0,0,0,0,0,0
zotero-gpt,https://github.com/MuiseDestiny/zotero-gpt,17,50,176,10,26,3233,398,repos\zotero-gpt\tsconfig.json,1,1,1,1,1,1,1,1,37,1,2023-03-28T07:10:12Z,e80732367f6804f7c36a8403a1ff026403e6eeee,17,50,176,3233,398,repos\zotero-gpt\tsconfig.json,1,1,1,1,1,1,1,1
altair,https://github.com/altair-graphql/altair,0,192,2645,64,1048,48234,1887,not_found,0,0,0,0,0,0,0,0,194,7,2017-03-25T21:08:30Z,277729f92653e86ffa9d0378e8b44a78c1b52b80,0,155,1952,40365,2878,not_found,0,0,0,0,0,0,0,0
next-themes,https://github.com/pacocoursey/next-themes,1,1,39,24,14,743,144,not_found,0,0,0,0,0,0,0,0,6,4,2020-10-10T05:32:52Z,cd67bfa20ef6ea78a814d65625c530baae4075ef,1,0,43,649,166,not_found,0,0,0,0,0,0,0,0
tsyringe,https://github.com/microsoft/tsyringe,0,26,64,2,106,1638,24,repos\tsyringe\tsconfig.json,0,0,0,0,0,0,0,0,4,7,2017-11-17T01:49:54Z,2cd2e00a5fd25308bcf911ca250ded3fe9083af5,0,26,64,1638,24,repos\tsyringe\tsconfig.json,0,0,0,0,0,0,0,0
react-native-tab-view,https://github.com/satya164/react-native-tab-view,1,5,150,12,0,3664,115,repos\react-native-tab-view\tsconfig.json,1,1,1,1,1,1,1,1,89,8,2016-06-15T21:38:19Z,edb6bcc0d473c26d7029b486d7b60d706333be04,1,5,150,3664,115,repos\react-native-tab-view\tsconfig.json,1,1,1,1,1,1,1,1
quickstart-js,https://github.com/firebase/quickstart-js,3,11,319,30,130,8636,923,repos\quickstart-js\tsconfig.json,1,1,1,1,1,1,1,1,0,8,2016-04-26T17:13:48Z,a403c4c105538ead4db552fb0ebed732c215b11d,3,10,138,5954,813,repos\quickstart-js\tsconfig.json,1,1,1,1,1,1,1,1
brick-design,https://github.com/brick-design/brick-design,1,271,910,44,320,25714,1949,repos\brick-design\tsconfig.json,0,0,0,0,0,0,0,0,2,4,2020-02-16T15:12:36Z,9efc0a954366d5ef98eb3ec95b21bc91fc7e8999,1,271,910,25714,1949,repos\brick-design\tsconfig.json,0,0,0,0,0,0,0,0
sanity,https://github.com/sanity-io/sanity,7,791,12178,182,4866,277238,8815,repos\sanity\tsconfig.json,0,0,0,0,0,0,0,0,520,7,2017-01-18T19:19:02Z,5673f2a959df73678b8df24b93606db737500e24,5,600,9291,209807,12127,repos\sanity\tsconfig.json,0,0,0,0,0,0,0,0
gts,https://github.com/google/gts,0,1,45,2,22,1575,2,repos\gts\tsconfig.json,0,0,0,0,0,0,0,0,41,7,2017-07-31T20:32:29Z,7d9ffed35d0ee076bda063e5189573eeba82ac0a,0,1,45,1565,2,repos\gts\tsconfig.json,0,0,0,0,0,0,0,0
aircraft,https://github.com/flybywiresim/aircraft,9,399,14666,382,1332,348858,98292,not_found,0,0,0,0,0,0,0,0,90,4,2020-08-04T03:53:59Z,d0a61755b2f1b3d4cf39bedec87e906beb8ff962,10,333,8600,213959,100366,not_found,0,0,0,0,0,0,0,0
react-intersection-observer,https://github.com/thebuilder/react-intersection-observer,8,0,67,4,10,1695,10,repos\react-intersection-observer\tsconfig.json,1,1,1,1,1,1,1,1,108,7,2017-05-02T09:05:52Z,34fb96f5b671bc31c2727a0ae3580cc6ad741e25,8,1,67,1921,309,repos\react-intersection-observer\tsconfig.json,1,1,1,1,1,1,1,1
autocomplete,https://github.com/algolia/autocomplete,1,150,732,50,624,18003,641,repos\autocomplete\tsconfig.json,1,1,1,1,1,0,1,1,73,9,2015-07-12T20:20:01Z,484e31e4f7abe184cfdc2abee7290a4608620541,1,149,715,18108,997,repos\autocomplete\tsconfig.json,1,1,1,1,1,0,1,1
cucumber-js,https://github.com/cucumber/cucumber-js,0,79,859,0,488,23798,0,repos\cucumber-js\tsconfig.json,0,0,0,0,0,1,1,0,55,13,2011-05-27T21:27:17Z,6eede88fe6e6aed83a1ac581740d179e09643e3b,0,90,862,22415,0,repos\cucumber-js\tsconfig.json,0,0,0,0,0,1,1,0
html5-qrcode,https://github.com/mebjas/html5-qrcode,0,24,368,12,54,30005,23967,repos\html5-qrcode\tsconfig.json,1,1,1,1,1,1,1,1,51,9,2015-10-28T17:46:38Z,f078213d04e7bffb35d132e6ea162a1ee5191026,0,24,368,30005,23967,repos\html5-qrcode\tsconfig.json,1,1,1,1,1,1,1,1
leva,https://github.com/pmndrs/leva,10,151,505,12,230,9729,839,not_found,0,0,0,0,0,0,0,0,81,4,2020-11-07T19:01:17Z,b333a284f71ef9b581cdc2f6db046eab845f9ccd,10,151,505,9729,839,not_found,0,0,0,0,0,0,0,0
obsidian-livesync,https://github.com/vrtmrz/obsidian-livesync,7,59,891,2,142,15461,1,repos\obsidian-livesync\tsconfig.json,0,0,1,1,0,1,0,1,230,3,2021-10-12T13:49:21Z,280d9e1dd9e7c9cdc6991b7399584294bd34300d,31,30,414,8690,1,repos\obsidian-livesync\tsconfig.json,0,0,0,0,0,1,0,1
toolkit,https://github.com/actions/toolkit,0,45,1049,20,160,13747,91,repos\toolkit\tsconfig.json,1,1,1,1,1,0,1,1,0,5,2019-04-19T17:08:00Z,fe3e7ce9a7f995d29d1fcfd226a32bca407f9dc8,0,42,929,11321,91,repos\toolkit\tsconfig.json,1,1,1,1,1,0,1,1
wing,https://github.com/winglang/wing,3,363,4662,46,1034,74908,1415,not_found,0,0,0,0,0,0,0,0,1000,2,2022-06-29T18:19:16Z,a67a3140fbc905d47f8a353875fa5c62b6b05cb7,6,263,3594,57246,1353,not_found,0,0,0,0,0,0,0,0
chatgpt-vscode,https://github.com/mpociot/chatgpt-vscode,1,1,26,10,2,559,223,repos\chatgpt-vscode\tsconfig.json,0,0,0,0,0,0,0,0,0,2,2022-12-03T23:04:39Z,4cae69732fbb0f7e3a80be3592829ab771b6ba9d,1,1,26,559,223,repos\chatgpt-vscode\tsconfig.json,0,0,0,0,0,0,0,0
recast,https://github.com/benjamn/recast,1,353,340,6,80,15757,1616,repos\recast\tsconfig.json,1,1,1,1,1,1,1,1,2,12,2012-09-21T18:34:20Z,7f441d2c74d2cd61287fc6b498a9060f5597a27c,1,392,330,15689,1616,repos\recast\tsconfig.json,1,1,1,1,1,1,1,1
vue-loader,https://github.com/vuejs/vue-loader,4,23,130,30,46,2533,312,repos\vue-loader\tsconfig.json,0,1,0,0,0,1,0,0,140,10,2014-10-02T00:05:07Z,77a1099bd28cc4ec812336d6b94abd37ced4e0c5,3,23,125,2505,308,repos\vue-loader\tsconfig.json,0,1,0,0,0,1,0,0
orillusion,https://github.com/Orillusion/orillusion,1,369,8307,34,1974,147830,18441,repos\orillusion\tsconfig.json,0,0,0,0,0,0,0,0,16,1,2023-03-14T16:37:43Z,e90839de1ced33ca2101c603fdc6567e4b2683f3,1,315,6554,112472,15397,repos\orillusion\tsconfig.json,0,0,0,0,0,0,0,0
typebox,https://github.com/sinclairzx81/typebox,102,403,2132,0,1918,65500,0,repos\typebox\tsconfig.json,1,1,1,1,1,1,1,1,0,7,2017-04-06T17:08:46Z,a770b94c737d7771ca249fb645aad8e915032c60,81,352,1402,39199,0,repos\typebox\tsconfig.json,1,1,1,1,1,1,1,1
ts-morph,https://github.com/dsherret/ts-morph,3,438,12197,0,2336,120127,0,not_found,0,0,0,0,0,0,0,0,17,7,2017-03-04T03:03:03Z,a90dc9118166ec484ea486a9d952c08d761dc6bc,3,485,17133,332731,198005,not_found,0,0,0,0,0,0,0,0
